route_number,n_days,mean_kg,std_kg,p10,p50,p90,cv,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6
RWAU14,158,22194.8417721519,4899.796980744353,17648.8,21430.0,28129.000000000004,0.2207628705374318,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU15,65,20652.830769230768,4454.9243384751735,14899.6,20800.0,24780.0,0.21570526521295372,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU16,63,22018.04761904762,6127.189029312028,16432.8,21536.0,29122.40000000001,0.2782803060163904,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU20,177,23124.898305084746,6860.017578069138,16048.000000000002,22520.0,28316.0,0.296650713337872,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU21,176,27943.551136363636,9309.29321531977,19330.0,24390.0,40054.0,0.33314639109004857,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU22,178,24126.629213483146,4947.7226591087465,19388.0,23930.0,28302.000000000007,0.20507310056987638,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU23,156,22702.391025641027,3807.9487977272606,19000.0,22370.0,25860.0,0.16773338074506797,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU24,176,26078.653409090908,8879.835699206518,18350.0,23640.0,39180.0,0.34050207884242384,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU25,123,21710.455284552845,5400.135048784918,17364.0,21180.0,25224.0,0.24873430695058502,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU26,64,23345.46875,3161.1733855660495,18390.600000000002,23650.0,27112.0,0.1354084349052126,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU50,110,20685.836363636365,6468.909810633867,15232.0,19913.0,24928.0,0.3127216950244064,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU51,109,24361.119266055044,6834.815039526147,18792.0,22960.0,32360.0,0.28056243906041817,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU52,111,24786.117117117115,11788.370440040193,16200.0,20560.0,47600.0,0.4756037577139999,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU53,93,32548.344086021505,9652.895782562531,19676.0,34500.0,43388.0,0.2965710254583473,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS33,177,23866.926553672318,7470.868529907744,15432.0,22720.0,33328.0,0.3130218092014126,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS34,180,22312.9,7118.671810631955,15141.0,19870.0,31873.0,0.3190383953063902,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS35,182,31045.137362637364,13414.999823024431,14146.0,31795.0,45978.200000000004,0.4321127546103018,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS40,177,20278.706214689264,5999.000925686007,13536.0,18857.0,28542.200000000004,0.2958275967990757,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS41,177,20204.112994350282,5624.119640067775,14392.0,19100.0,29147.4,0.2783650854477234,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS42,31,15113.870967741936,3196.3298509586007,12640.0,14600.0,17460.0,0.2114832035936154,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBS43,177,23556.485875706214,6572.818360064548,15620.0,24118.0,32142.800000000003,0.27902372173614787,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU10,177,23149.19209039548,5175.052934220339,17604.0,23240.0,28032.000000000004,0.22355220493277822,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU11,178,20229.76404494382,4858.669419870144,14696.0,19700.0,24912.0,0.24017430005984222,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU12,177,23314.45197740113,8677.619770081032,16191.2,21760.0,33068.00000000001,0.3721991740784777,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU13,166,20510.030120481926,4576.189149545787,15185.0,20490.0,25640.0,0.2231195723586904,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU14,143,23573.405594405594,5685.121480037642,17968.0,22608.0,31502.399999999998,0.24116674433272495,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU15,28,20398.85714285714,7181.079593416587,15444.0,19050.0,33369.8,0.3520334273202708,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU16,63,23779.95238095238,6237.525045340037,18180.0,22680.0,33708.8,0.2623018307781079,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU20,179,24881.4469273743,7304.211055015621,18292.0,23180.0,36128.00000000001,0.29356054237262247,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU21,178,22372.280898876405,4640.071978520136,17810.0,21750.0,28461.800000000007,0.20740272301664034,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU22,178,26048.904494382023,8360.244961464105,18336.0,23323.0,38428.000000000015,0.320944205667734,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU23,178,22404.53370786517,6178.370600612944,16240.0,21220.0,32114.000000000004,0.2757643020458851,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU24,153,24131.496732026142,7580.46081706135,16540.0,22320.0,36364.00000000001,0.31413139853032546,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU25,124,21884.475806451614,6703.425631312089,15538.0,20950.0,31930.000000000004,0.30630962745454005,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU26,66,25322.575757575756,5210.263454318146,21210.0,23950.0,32273.0,0.20575566657192806,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU50,114,19291.798245614034,4847.751428723131,14862.0,18510.0,23460.0,0.2512856171832121,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU51,111,22432.900900900902,4487.2553242082795,18720.0,21940.0,26620.0,0.20003009615346146,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU52,112,24333.133928571428,6903.986483205186,17362.0,23030.0,33386.0,0.28372779698132833,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU53,110,27740.872727272726,10349.178395000394,17698.0,24050.0,42384.00000000001,0.3730660710189505,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWBU54,42,21857.595238095237,5221.115295579371,16141.4,21640.0,26138.0,0.2388696120824663,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
SPEC PROJCT,62,440.80645161290323,283.71249813330144,124.00000000000003,420.0,736.0,0.6436214739943172,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
